class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,47534,na,692,662,0,0,0,0,0,0,2070,233100,2336238,1048146,88150,11992,1700450,0,0,0,0,0,3236886,2674940,827336,485172,0,0,2366,0,1368,226,0,0,0,0,0,196124,1809700,1281346,432526,0,3514,5212,10690,109636,2767702,816994,5946,2,0,0,1238766,730742,275218,226410,213656,221990,427864,375198,9852,0,4065144,84,166,158,72,1700450,56720,461786,356040,191880,211300,336100,na,na,na,na,na,76600,47534.13,4065144,4065144,4064248,28972,2752,37232,425960,3719696,1209600,127232,48,58,0,2926728,0,788843.52,0,0,0,0,0,63788,834666,1947926,814386,53470,5016,444,16,30,4065144,na,5960,686,76964,363532,227646,2063088,934964,46426,426,4,890,654,2876356,12090,0,134,0,12,2973720,2782,224,0,0,0,0,0,0,0,0,30968,39840,7614,0,0,97928,25776,97900,228606,155286,11106,0,0,46534290,1602.68,1796,818252,757874,484412,253092,552128,449354,133876,90004,175426,5278,0,0
neg,37988,na,272,234,0,0,0,0,0,0,16978,1721832,545518,16332,70,0,1020492,0,0,0,0,0,2070210,1827556,287872,203034,0,0,0,0,560,64,0,0,0,0,0,0,1434178,738366,128186,0,1116,160,280,8660,1244554,1045476,484,0,0,0,657440,603632,222912,162740,135066,120786,158646,239204,304,0,2358386,92,90,134,0,1020492,28302,132354,155002,165780,na,na,na,na,na,na,na,118620,37987.56,2358386,2358386,2358466,16291.0,73312,112376,1144980,2300730,1209600,69300,2,106,0,2027673.6,0,271108.8,0,0,0,0,0,480212,1518152,278434,18150,4858,916,8,0,4,2358386,na,2626,324,7888,149128,65378,853724,1195334,26210,118,0,438,348,863022,4236,0,86,0,0,2049834,994,78,0,0,0,0,0,0,0,0,13880,45612,7352,0,0,84784,13446,2426920,541022,0,0,0,0,0,777.5,722,286732,445424,229054,129406,242682,180740,173528,147966,406258,58940,0,0
neg,2188,na,80,58,0,0,0,0,0,0,160,37974,103888,5620,0,0,69798,0,0,0,0,0,138160,124260,23036,7582,0,0,0,0,44,24,0,0,0,0,0,0,27754,34630,85258,0,238,54,68,74,2714,144488,6,0,0,0,55178,74912,11864,3364,1010,556,366,392,0,0,161274,16,38,1322,0,69798,2168,9660,13234,na,na,na,na,na,na,na,na,22400,2187.48,161274,161274,160264,432,304,15692,160420,147642,1209600,4630,0,12,0,125700.48,0,21732.48,0,36,0,0,0,16874,103280,25642,1464,328,54,0,0,4,161274,na,340,48,90,10048,4426,28858,99264,4460,108,0,114,128,123728,55452,0,60,0,0,127808,166,38,0,0,0,0,0,0,0,0,1022,102,46,0,0,3110,1100,7540,830,29576,60,0,0,1187480,160.42,136,23948,24066,8798,5362,23348,59894,1130,496,550,50,0,0
neg,59958,na,0,0,0,0,0,0,0,0,10348,88818,3249316,1062608,120828,8990,1931110,0,0,0,0,0,3690922,2696648,1473502,789274,0,0,2120,0,0,0,0,0,0,0,0,0,1445482,2942258,153168,0,10542,9082,16210,383600,3333498,787956,20,0,0,0,1602980,1115576,399876,284556,213406,179906,317004,427604,0,0,5166300,0,0,0,0,1931110,71562,716672,751698,305940,328160,396420,350380,na,na,na,na,74580,59958.19,5166300,5166300,5077862,30358,0,14742,308300,4540908,1209600,0,0,0,0,3773225.28,0,760620.48,0,0,0,0,0,1996,881244,2717460,861326,68858,9444,580,0,0,5166300,na,13486,1848,86450,418378,279472,2883896,822020,34898,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48318,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.98,4146,804616,1111698,611904,249358,490972,518876,317916,187212,237712,10644,0,0
neg,32358,na,na,na,na,na,0,0,0,0,120,583400,1249714,159292,1342,0,789740,0,0,na,136,240,1768982,1638594,298990,115880,na,0,0,0,na,na,0,0,0,0,0,26068,954704,182112,830984,0,3108,2310,3170,5762,347746,1617236,14536,0,0,0,732994,413604,278546,214444,164180,118384,69900,1816,0,0,2068464,na,na,na,na,789740,24696,166512,131668,204920,0,0,0,0,0,0,0,87640,32357.56,2068464,2068464,na,11510,na,na,853860,na,1209600,na,na,na,na,1829701.44,0,161724.48,na,na,0,0,0,242898,1222006,458266,62038,7380,1280,0,na,na,2068464,na,3166,368,79232,73858,80220,1522614,225026,9384,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,9658,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,179960,311774,255362,146376,404790,339406,234080,92634,29320,166,na,na
neg,59244,na,0,na,0,0,0,0,0,48,344352,2117970,1375888,239986,892,0,1996110,0,0,0,5404,9130,3786548,3506286,427760,228024,0,0,0,0,0,0,0,0,0,0,0,38784,1580816,1825324,634212,0,4496,1896,1784,2698,1023972,3039530,4750,10,0,0,1525832,737778,333632,253508,193674,178086,216340,397634,208486,34166,4220524,236,116,1316,104,1996110,40294,228732,197644,94580,123160,148840,1310700,1310700,1310700,1310700,1310700,53600,59244.52,4220524,4220524,na,27350,134138,54924,582740,na,1209600,0,na,na,na,3697384.32,0,377021.76,na,na,0,0,50412,1291324,1700656,874612,143112,16076,2922,22,na,0,4220524,na,4658,680,173264,165328,210104,2901208,609928,13950,16,0,na,na,na,na,na,na,na,na,na,2628,142,0,0,0,0,0,0,0,0,20672,64192,11990,0,0,190878,25182,6313660,1309812,0,0,0,0,1011550,na,na,402532,965148,703628,339550,612858,459990,300420,154562,140282,166,0,0
neg,976,0,14,6,0,0,0,1516,30760,6278,36444,8328,4158,0,0,0,22910,0,0,0,31854,43182,45374,65988,42398,2858,0,0,0,0,48,20,0,0,0,0,0,0,0,1068,86416,0,4108,134,168,236,492,7582,35780,31320,7664,0,39430,10954,14100,14846,6094,1498,556,6,0,0,119732,6,4,336,0,22910,700,26284,15760,na,na,na,na,na,na,na,na,41720,975.76,119732,119732,121660,321.0,24,11612,119000,87648,1209600,1858,0,10,0,51685.44,0,32550.72,0,56,33484,4452,16624,6154,25648,1112,10,0,0,0,54,98,119732,0,3690,74,48,2066,3598,15738,59014,3254,2,0,18,34,50558,26026,0,54,0,0,53830,216,256,0,0,0,0,0,0,0,0,1224,0,2,0,0,786,150,2140,296,0,0,0,0,0,619.24,162,36812,10722,2972,866,2544,4282,5862,23424,0,0,0,0
neg,89748,na,1162,1080,0,0,0,0,0,0,6174,753112,3648874,1177230,112958,4558,2496360,0,0,0,0,0,5343030,4879130,971542,380496,0,0,0,0,1534,238,0,0,0,0,0,241386,2966434,1757632,737454,0,5644,3940,10678,439130,4736822,506672,20,0,0,0,1492820,1438736,679794,531842,425314,345076,452944,331424,4956,0,6315404,180,114,552,44,2496360,46116,662534,304244,151640,223360,145440,226260,175420,na,na,na,40480,89747.26,6315404,6315404,6275166,41869.0,14632,20886,257400,5702906,1209600,187610,2,38,0,5142180.48,0,555779.52,0,0,0,0,282,44718,1791932,3001720,799676,51314,11850,1414,82,98,6315404,na,7990,844,68962,311724,144736,2854148,2277858,36234,406,4,1812,790,5091086,99638,0,42698,0,28,5186444,3082,482,0,0,0,0,0,0,0,0,26172,45624,30294,0,0,117034,22812,17556180,1903958,4626394,7444,0,0,33045760,2097.92,2052,592236,1027846,882138,456574,873914,699822,480530,282128,393434,14284,0,0
neg,10,0,10,6,0,0,0,0,0,0,2,1700,2108,0,0,0,618,0,0,0,0,0,9022,7764,14672,506,0,0,0,0,14,8,0,0,0,0,0,0,0,638,3172,0,28,162,826,168,18,70,2538,0,0,0,2322,324,116,72,214,52,488,62,142,18,23718,4,46,2,0,618,104,13304,1352,na,na,na,na,na,na,na,na,14580,10.46,23718,23718,24976,23.0,0,2328,23580,3838,1209600,240,2,0,0,1347.84,0,1359.36,4,10,0,0,0,1446,1304,1052,8,0,0,0,8,8,23718,0,1160,8,8,8,80,542,1512,444,48,0,12,14,1522,202,0,0,0,0,1524,24,48,0,0,0,0,0,0,0,0,132,0,0,0,0,100,30,3320,328,4982,28,0,0,0,0.6,26,2584,878,126,56,64,20,52,30,0,0,0,0
neg,38396,na,2130706434,162,0,0,0,0,0,0,980,162564,1147978,874214,84076,3740,964220,0,0,0,0,0,2047598,1808538,303946,214578,0,0,0,0,178,92,0,0,0,0,0,101514,997958,935216,238864,0,1396,1098,1558,2996,173452,2092924,128,0,0,0,662954,539806,268482,216766,168528,125020,166132,125864,0,0,2351788,152,266,306,0,964220,24960,158712,143768,182300,na,na,na,na,na,na,na,118620,38396.14,2351788,2351788,2354456,16169.0,4628,112406,1138740,2273552,1209600,58950,2,22,0,1917442.56,0,354678.72,8,162,0,0,0,30600,455850,1105496,641344,35908,4030,324,212,238,2351788,na,2144,266,44942,149846,57214,1269250,738438,11280,172,0,242,246,1869094,92942,0,8972,0,8,1923018,870,84,0,0,0,0,0,0,0,0,13074,28718,10878,0,0,46562,12416,5449340,595254,0,0,0,0,0,546.94,596,364270,244724,204222,109144,240682,243344,304010,286272,270362,6522,0,0
neg,2262,na,98,90,0,0,0,0,0,0,21790,84952,33824,0,0,0,59356,0,0,0,1258,1680,131204,122586,14652,7252,0,0,0,0,214,62,0,0,0,0,0,3940,103356,11256,22014,0,98,12,28,36,604,126530,13258,0,0,0,49568,58672,22040,8640,1480,110,34,22,0,0,147148,4,532,36,0,59356,1488,7120,7496,na,na,na,na,na,na,na,na,14380,2261.64,147148,147148,149226,508,0,14520,146840,140566,1209600,3764,0,6,0,126130.56,0,14324.16,0,0,0,0,11322,37008,88854,2832,482,56,12,0,8,12,147148,na,172,42,5386,6192,3558,70128,52842,2204,42,0,128,266,126860,36146,0,70,0,6,126936,116,28,0,0,0,0,0,0,0,0,660,762,218,0,0,4670,650,1360,138,0,0,0,0,1261640,71.3,76,15576,17252,13466,9324,37144,47642,162,0,0,0,0,0
neg,81532,na,604,350,0,0,0,0,0,1874,368074,3246606,1700726,63564,1830,210,2394956,8368,0,0,8574,19272,4588602,3767258,995180,706294,0,0,0,0,644,264,0,0,0,0,0,835536,1713218,872520,1961610,0,3544,548,768,118146,2377080,2833668,49130,0,0,0,1133386,1803796,611916,414644,289732,209596,216970,649634,53210,0,5593558,38,34,148,56,2394956,90326,548256,442696,206760,198620,203220,238320,na,na,na,na,135840,81532.53,5593558,5593558,5582156,36795.0,1940,66682,741080,5382884,1209600,199418,0,316,0,5018746.56,0,359850.24,0,0,0,0,62330,1473824,2815740,953542,62674,11658,3062,54,144,160,5593558,na,7648,1084,73048,172546,220610,3592186,1255502,59392,868,0,798,732,4994012,52698,42,4146,0,0,5066400,3958,486,0,0,0,0,0,0,0,0,48426,74118,14698,0,0,251520,39660,182080,20160,191110,30266,0,0,3072830,2424.96,2488,393378,1170802,1045510,470094,860344,676238,440048,220974,105450,46,0,0
neg,1676,na,62,60,0,0,0,0,0,0,690,60582,66474,1328,0,0,58658,0,0,0,0,0,125142,110306,25638,7014,0,0,0,0,48,10,0,0,0,0,0,0,33166,94294,1614,0,2024,216,236,372,4394,108160,13672,0,0,0,75724,39182,9110,3090,824,436,700,8,0,0,150826,0,0,120,0,58658,1656,8818,16176,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,24600,1676.57,150826,150826,151384,359.0,0,14468,149820,129074,1209600,4022,0,24,0,95338.56,0,31882.56,na,na,0,0,0,31398,72408,22104,2606,460,98,0,2,8,150826,na,1892,80,122,9650,5766,23798,82968,4760,38,0,90,68,95974,51050,0,28,0,0,97860,226,78,0,0,0,0,0,0,0,0,1162,170,66,0,0,2698,602,60,6,0,0,0,0,594770,na,na,35186,18268,9466,3300,5192,56432,696,274,260,0,0,0
neg,40092,na,2130706432,110,0,0,0,0,0,0,1792,263030,1798712,446086,13232,228,1139010,0,0,0,0,0,2291322,2014122,463916,226576,0,0,0,0,142,178,0,0,0,0,0,76400,1287174,342476,817030,0,1816,1000,1482,3650,54738,2459982,412,0,0,0,699994,832602,299418,203834,149148,111958,119644,106482,0,0,2755782,198,208,232,2,1139010,31300,264506,198612,179660,224080,na,na,na,na,na,na,55120,40092.32,2755782,2755782,2753706,14453.0,8068,29896,330800,2523080,1209600,65060,6,96,0,2241392.64,0,279738.24,2,316,0,0,0,70318,1237450,991042,207142,15202,1886,40,42,46,2755782,na,3972,526,48234,191848,100610,1578496,585416,13738,240,0,208,538,1410218,42612,0,56756,0,32,2259588,2074,240,0,0,0,0,0,0,0,0,18874,35562,13924,0,0,58694,9380,16767960,1787734,0,0,0,0,173090,1059.56,1170,299008,417794,290534,162658,403028,460510,251858,113920,115956,7814,0,0
neg,146774,na,na,na,na,na,0,0,25688,542036,3156492,5036842,3600078,1035040,123914,1602,4475624,4308,0,na,209604,391302,10178912,8804518,3974182,1517546,na,0,0,0,na,na,0,0,0,0,0,0,45908,4379060,9096724,0,135360,104842,186232,284142,9364960,3446148,8,0,0,0,5097868,2197592,1273744,861404,746798,622800,526164,612204,499200,1083918,14363534,na,na,na,na,4475624,178840,1635094,2334800,346580,395300,358960,355080,333500,284860,154840,323760,298680,146774.31,14363534,14363534,na,75300,na,na,1042200,na,1209600,na,na,na,na,8392001.28,0,5124016.32,na,na,0,81526,1100190,3601728,4785320,3397428,519272,31452,4440,336,na,na,14363534,na,8926,1686,830032,3615128,2822210,5895914,341290,6500,6,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,102350,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5206946,1733160,1316460,599376,1224382,690918,732200,1972686,45564,0,na,na
neg,12,0,14,12,0,0,0,0,0,0,2824,2254,1622,0,0,0,2214,0,102,0,392,838,19432,17116,5258,510,0,0,0,0,18,30,0,0,0,0,0,0,0,2224,4476,0,90,150,674,2122,978,788,1898,0,0,0,5446,274,86,102,50,42,392,84,112,112,25116,0,2,0,0,2214,178,3184,2062,na,na,na,na,na,na,na,na,5100,11.63,25116,25116,25688,27.0,180,2390,24880,6738,1209600,384,2,6,0,2523.84,0,3276.48,12,36,0,0,1934,2534,864,762,606,0,0,0,28,34,25116,0,992,10,14,12,458,342,3938,778,156,0,24,34,2678,52,0,0,0,0,3012,58,60,0,0,0,0,0,0,0,0,208,0,0,14,14,132,28,2140,2768,13100,12,0,0,0,126.52,46,4482,2022,36,10,70,64,16,0,0,0,0,0
neg,4460,na,226,na,0,0,0,0,0,0,434,29848,497254,273112,6526,0,337592,0,0,0,0,0,650206,476876,277536,141134,0,0,25548,0,1454,132,0,0,0,0,0,0,90294,716880,0,0,1052,534,640,62480,498428,244022,18,0,0,0,459844,143544,45172,37058,37876,29488,22350,31198,644,0,928084,0,170,266,0,337592,12810,130402,145112,na,na,na,na,na,na,na,na,274520,4459.8,928084,928084,923996,3691.0,16644,90650,924660,807174,1209600,0,na,na,na,552343.68,0,253202.88,0,0,0,0,0,1620,113260,279536,339836,67558,4986,378,na,84,928084,na,2200,308,48978,149982,56646,288178,253842,6948,92,0,na,na,na,na,na,na,na,na,na,1426,140,0,0,0,0,0,0,0,0,8544,758,106,0,0,14944,1750,2193280,254996,0,0,0,0,406590,602.2,656,259332,398802,100824,43620,4402,192,2,0,0,0,0,0
neg,40012,0,312,168,0,0,0,0,374,889098,1335730,155276,3362,0,0,0,891192,0,28,0,320332,455250,1833830,1943428,391526,125848,0,0,0,0,942,1270,0,0,0,0,0,0,17730,790978,1575132,0,6122,866,1342,1780,5800,310846,1220542,636590,199952,0,750472,732284,366726,163626,98480,65962,48516,44130,27638,86006,2546372,930,862,478,0,891192,21082,169424,219372,177540,187380,na,na,na,na,na,na,21500,40012.42,2546372,2546372,2534466,12840,1312,8856,121480,2385136,1209600,34346,0,56,0,1950994.56,54498.24,374587.2,20,444,0,62116,539484,343372,715868,616542,91960,12832,1626,40,110,134,2546372,0,6200,440,77842,108746,128228,1782138,265868,14166,210,2,226,2980,1951932,798534,0,1960,0,0,1969140,1626,472,0,0,1040,54832,0,0,0,0,16954,3512,770,2496948,332812,44626,5390,15600,4868,2343444,3968,0,0,12460,1259.58,1092,434848,192582,126458,62030,181934,357954,1000022,27848,164,0,0,0
neg,258,na,40,26,0,0,0,0,0,19690,2038,840,2084,0,0,0,4586,0,0,0,8672,12606,10766,14696,10116,1948,0,0,0,0,108,182,0,0,0,0,0,0,0,980,23672,0,1828,12,18,16,176,22602,0,0,0,0,10162,8624,4628,490,86,44,90,420,92,16,29578,0,6,0,0,4586,246,4178,5906,na,na,na,na,na,na,na,na,na,257.02,29578,29578,30558,97.0,0,na,na,24652,1209600,552,0,6,0,14790.72,0,8780.16,10,14,0,11560,9526,1334,1498,734,0,0,0,0,0,4,29578,na,1078,6,366,1020,1032,19848,1302,0,0,0,52,542,14484,54,0,0,0,0,15314,68,60,0,0,0,0,0,0,0,0,344,20,2,0,0,360,62,1440,144,0,0,0,0,0,41.1,42,10120,3782,890,330,1458,3140,3898,1034,0,0,0,0
neg,158,2,54,na,0,0,0,0,0,1280,13382,8168,2316,0,0,0,9406,0,0,0,2024,3072,28432,24658,19134,1622,0,0,0,0,30,124,0,0,0,0,0,0,0,20498,4648,0,1436,10,18,26,56,13132,7556,2912,0,0,17034,3532,1992,624,938,456,354,194,22,0,49658,4,10,4,0,9406,552,14332,4752,na,na,na,na,na,na,na,na,18660,158.21,49658,49658,43398,71.0,2298,4766,49060,25278,1209600,0,na,na,na,14067.84,0,10703.04,0,40,0,0,10854,8442,4636,1026,188,0,0,0,na,20,49658,0,1462,50,44,960,2864,4394,12336,3036,0,0,na,na,na,na,na,na,na,na,na,212,30,0,0,0,0,0,0,0,0,562,0,0,0,0,870,142,31520,5178,0,0,0,0,0,264.1,134,11786,6906,2126,654,1014,668,630,1362,0,0,0,0
neg,14,na,10,2,0,0,0,0,0,184,5012,676,1578,0,0,0,2048,0,382,0,1796,3494,13260,13116,8114,162,0,0,0,0,34,10,0,0,0,0,0,0,0,238,7212,0,878,16,12,20,470,6054,0,0,0,0,5528,1084,96,196,24,14,70,98,316,24,23204,0,2,0,0,2048,144,5760,2338,na,na,na,na,na,na,na,na,7960,14.15,23204,23204,24486,22,146,2254,23000,7450,1209600,386,0,2,0,2708.16,2.88,3882.24,na,na,0,188,4206,1314,942,376,424,0,0,0,2,10,23204,na,876,8,22,30,508,1348,4376,282,0,0,2,10,1884,70,0,4,0,0,3124,66,68,0,0,70,32,0,0,0,0,204,0,0,290,554,82,18,1260,332,23686,30,0,0,0,na,na,5016,2144,114,12,44,86,18,16,0,0,0,0
neg,6802,na,62,60,0,0,0,0,0,0,81160,285430,74664,5750,0,0,199512,0,0,0,0,0,397672,331612,121532,51534,0,0,0,0,76,42,0,0,0,0,0,18672,273718,39292,115322,0,1448,58,166,3970,180514,259854,994,0,0,0,138922,98076,41942,33862,29316,23270,25122,49188,7306,0,519374,64,76,54,4,199512,6436,79670,41634,na,na,na,na,na,na,na,na,120180,6802.39,519374,519374,520528,3093.0,308,51004,517780,447004,1209600,16290,0,22,0,373896.96,0,71553.6,0,0,0,0,3316,226178,171472,40608,4070,1164,196,0,232,238,519374,na,1842,92,304,34584,18564,191684,189146,10714,74,0,134,210,371048,1848,0,21190,0,50,379134,418,50,0,0,0,0,0,0,0,0,3760,7628,1370,0,0,15188,2814,24560,4218,0,0,0,0,0,264.7,268,76742,63100,59676,33448,66316,47108,33322,21800,40982,4510,0,0
neg,36930,na,586,506,0,0,0,0,0,0,294,577618,1219986,294652,704,0,1013146,0,190,0,0,0,1977282,1809714,212118,129742,0,0,0,0,1302,820,0,0,0,0,0,359202,1224224,321666,188162,0,1328,296,608,60404,1589358,437526,3734,0,0,0,631470,482998,182998,135826,104410,102078,448082,5392,0,0,2189798,0,22,258,8,1013146,21248,134902,76674,132020,na,na,na,na,na,na,na,76040,36929.85,2189798,2189798,2209682,11910,7762,95768,975860,2093254,1209600,78508,2,48,0,1889959.68,0,201273.6,0,0,0,0,0,33168,580248,929218,523838,20134,5844,804,1854,1858,2189798,na,2988,454,6766,118232,112920,1597148,253326,1420,0,0,746,2270,1897564,78754,0,81006,0,32,1912932,1636,180,0,0,0,0,0,0,0,0,10774,34770,6704,0,0,73870,11582,20560,6442,0,0,0,0,0,834.34,974,217280,251378,251482,120336,236202,224312,234964,303502,246056,7742,0,0
neg,584,0,30,20,0,0,0,0,0,7716,37048,7608,2046,0,0,0,18886,0,0,0,5582,9258,39986,40174,18450,1470,0,0,0,0,68,38,0,0,0,0,0,0,0,18772,35646,0,1340,72,130,346,540,22080,16730,13180,0,0,27994,11940,10088,1906,976,480,668,166,68,132,64074,16,10,16,0,18886,540,6390,11648,na,na,na,na,na,na,na,na,17900,584.63,64074,64074,64424,223.0,0,6172,63540,54498,1209600,1156,0,2,0,31623.36,0,21749.76,0,32,0,0,20790,8280,4276,8268,12796,6,2,0,10,20,64074,0,1246,44,374,4030,1364,10728,34812,1762,58,0,36,58,31658,19670,0,168,0,0,32844,168,78,0,0,0,0,0,0,0,0,598,20,2,0,0,484,126,480,50,0,0,0,0,0,144.54,98,23364,7606,1372,288,1076,498,7990,12224,0,0,0,0
neg,44598,na,2130706436,744,0,0,0,0,0,0,2590,364766,1670760,542102,37406,384,1294406,0,0,0,0,0,2447206,2182552,318338,216602,0,0,0,0,674,302,0,0,0,0,0,87238,914132,821076,795562,0,4150,282,542,1262,34040,2576418,1314,0,0,0,762804,500304,248444,204860,178110,185132,511506,26848,0,0,2765922,0,276,36,6,1294406,32208,166828,150998,115680,141400,na,na,na,na,na,na,57080,44597.21,2765922,2765922,2768640,15953.0,130028,31572,341040,2618008,1209600,103232,14,60,0,2261340.48,0,353476.8,0,342,0,0,0,51118,521668,1211022,729424,94562,9260,954,1814,2262,2765922,na,4796,704,26394,256802,156164,1711718,456030,5400,0,0,1244,820,2145290,35520,0,58304,0,0,2275738,1748,214,0,0,0,0,0,0,0,0,19244,27614,11260,0,0,88574,19184,4121840,622204,0,0,0,0,43597330,2586.92,1026,370396,390564,305090,141932,260606,220890,171506,147458,492166,117400,0,0
neg,10724,na,124,na,0,0,0,0,704,17704,40342,409598,169080,138,0,0,255434,0,0,0,9252,12208,604228,587790,46538,15954,0,0,0,0,464,114,24176,14100,5954,15954,7588,39240,145160,173588,211806,0,1968,494,428,666,19116,610484,4410,0,0,0,208056,308986,70872,29308,13472,4708,1716,434,14,0,660186,14,74,1744,14,255434,4078,20178,26170,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,45400,10723.89,660186,660186,657608,2458,92000,65456,658780,637566,1209600,0,na,na,na,579062.4,10.56,56514.24,na,na,0,3528,36522,245048,335768,13920,2194,522,64,0,na,46,660186,na,1848,80,30936,27474,44548,483664,46778,2236,2,0,na,na,na,na,na,na,na,na,na,574,34,0,0,0,12,0,0,0,0,2164,822,312,0,0,7838,1490,4301600,470066,67340,1362,0,0,9723890,na,na,61284,52636,49176,60774,257634,146562,6236,1782,1344,138,0,0
neg,1750,na,2130706432,20,0,0,0,0,0,0,56,51288,48294,630,0,0,40386,0,0,0,0,0,96234,91020,7244,3400,0,0,0,0,10,12,0,0,0,0,0,0,42504,5856,51908,0,1544,6,24,34,2068,96590,2,0,0,0,26330,59764,9468,3680,474,290,258,4,0,0,103494,0,290,84,0,40386,622,3872,3346,na,na,na,na,na,na,na,na,7100,1749.36,103494,103494,107648,341.0,16,10234,103300,100268,1209600,1446,2,0,0,86775.36,0,11960.64,0,10,0,0,0,19276,61324,18990,556,106,16,0,0,6,103494,na,1598,16,454,2692,4146,17188,73108,1010,56,0,34,58,75090,62026,0,6,0,36,87122,56,28,0,0,0,0,0,0,0,0,346,168,290,0,0,1534,310,469120,47142,0,0,0,0,749370,76.2,42,14068,7964,4194,2356,5160,64462,2000,54,10,0,0,0
neg,98846,na,2130706432,298,0,0,0,0,0,0,292996,3448936,1396976,83518,276,0,2327956,0,0,0,946,1622,4744976,4219464,666874,465880,0,0,0,0,1120,376,0,0,0,0,0,0,10452,712562,4499688,0,5886,454,544,1356,613236,4592112,9114,0,0,0,686970,2007964,821826,509828,295074,210686,182932,414086,92244,1092,5413228,1624,812,2962,6,2327956,49856,360246,299360,149720,136120,120300,185080,na,na,na,na,68260,98845.67,5413228,5413228,5420872,32795.0,2354,53158,567820,5222702,1209600,79698,2,132,0,4741143.36,0,474358.08,0,0,0,0,67694,2065448,2629364,411390,39550,8226,1012,18,700,718,5413228,na,7600,522,1574,25876,272820,3269598,1618512,25902,298,0,518,762,4711656,2336766,0,5760,0,56,4758758,2428,344,0,0,0,0,0,0,0,0,27618,43708,16796,0,0,88254,11360,11467660,1168910,0,0,0,0,2724910,1303.2,1472,504666,394164,267214,190546,575132,1375124,1157262,332410,393880,32304,0,0
neg,38142,na,2130706432,116,0,0,0,0,0,0,2812,760252,1232186,107888,0,0,818804,0,0,0,0,0,1944936,1792686,181236,111302,0,0,0,0,442,126,0,0,0,0,0,3252,1666300,353834,79752,0,109148,104,314,568,7402,1985202,400,0,0,0,561146,502030,217524,175414,138114,167156,323456,18298,0,0,2126540,0,52,132,18,818804,14826,111250,69468,119240,na,na,na,na,na,na,na,57660,38141.42,2126540,2126540,2257296,12143.0,3628,89536,912100,2103138,1209600,50150,2,72,0,1807799.04,0,185256,0,532,0,0,0,229782,990094,773576,94322,11562,3432,370,408,418,2126540,na,111022,418,1398,96724,74866,1491698,326284,728,0,0,208,356,1665050,77346,0,5528,0,32,1824358,1402,190,0,0,0,0,0,0,0,0,9228,57116,11074,0,0,55108,6688,4421400,456898,0,0,0,0,322760,1432.22,984,310066,254236,133010,74282,145958,182954,151506,205438,610942,34746,0,0
neg,6746,na,0,na,0,0,0,0,0,52,32690,187540,171472,12878,0,0,189678,0,0,0,870,1636,381370,350302,57256,25340,0,0,0,0,0,0,0,2532,10460,5978,10872,19668,149078,93550,112494,0,226,58,60,72,638,403568,8,0,2,0,124800,153916,92132,22792,7422,2184,1290,96,0,0,439558,30,74,444,0,189678,4206,27408,29758,na,na,na,na,na,na,na,na,56480,6746.62,439558,439558,442888,1307.0,20194,43530,438760,404632,1209600,0,na,na,na,352720.32,0,51528.96,0,44,0,0,3672,123706,185686,81328,9120,1014,106,0,na,0,439558,na,462,52,236,43786,20480,311940,26152,1524,0,0,na,na,na,na,na,na,na,na,na,416,40,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,5746670,142.92,168,54552,46566,27026,15264,58900,114280,78568,9044,432,0,0,0
